Doc_id,Question,Answer
41.txt_chunk2,"Đại học Quốc gia Hà Nội được thành lập trên cơ sở tổ chức, sắp xếp lại 3 trường đại học lớn ở Hà Nội nào?","Trường Đại học Sư phạm Hà Nội, Đại học Hà Nội và Đại học Khoa học Xã hội và Nhân văn Hà Nội"
41.txt_chunk3,Trường đại học Đông Dương được thành lập vào năm nào?,1906
41.txt_chunk3,Trường đại học Quốc gia Việt Nam được thành lập trên cơ sở kế thừa Trường đại học Đông Dương vào ngày nào?,15/11/1945
41.txt_chunk3,Trường đại học Tổng hợp Hà Nội được thành lập vào năm nào?,1956
41.txt_chunk4,Đại học quốc gia được thành lập theo Nghị định nào của Chính phủ?,Nghị định về việc thành lập 2 Đại học Quốc gia
41.txt_chunk4,Ngày ban hành Nghị định về việc thành lập 2 Đại học Quốc gia là ngày nào?,Không rõ ngày ban hành Nghị định
41.txt_chunk5,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị thành viên và trực thuộc?,Có 09 Ban chức năng và các đơn vị trực thuộc khác
41.txt_chunk5,"Đại học Quốc gia Hà Nội có sứ mệnh, tầm nhìn như thế nào?","Hướng đến trình độ khu vực và quốc tế mang lại lợi ích cho tất cả cán bộ, sinh viên, đơn vị, xã hội"
41.txt_chunk5,Đại học Quốc gia Hà Nội có trách nhiệm cao trước xã hội như thế nào?,Đặt nhu
41.txt_chunk6,Đại học Quốc gia Hà Nội được thành lập theo nghị định nào vào ngày 10/12/1993?,Nghị định 97/CP
41.txt_chunk6,Đại học Quốc gia Hà Nội được tổ chức lại theo nghị định nào vào ngày 1/2/2001?,Nghị định số 07/2001/NĐ-CP
41.txt_chunk7,"Các tuyến xe buýt nào có thể đưa người đến cơ sở của ĐHQGHN tại 334, 336 đường Nguyễn Trãi và 182 đường Lương Thế Vinh, quận Thanh Xuân, Hà Nội?","Tuyến xe buýt số 1, 2, 5, 19, 21, 22, 27, 29,"
4.txt_chunk1,Đại học Quốc gia Hà Nội được thành lập theo Nghị định số 97/CP ngày nào?,10 tháng 12 năm 1993
4.txt_chunk1,"Địa điểm trụ sở của Đại học Đông Dương là số 19 phố Lê Thánh Tông, quận Hoàn Kiếm, thành phố nào?",Hà Nội
4.txt_chunk1,Trường Đại học Quốc gia Việt Nam được thành lập năm nào?,1945
4.txt_chunk2,"Năm 2003, Thủ tướng Chính phủ Phan Văn Khải đã chính thức động thổ xây dựng ĐHQGHN tại đâu?",Hoà Lạc
4.txt_chunk2,"Năm 2023, học sinh Trường THPT chuyên Khoa học Tự nhiên giành được bao nhiêu huy chương Olympic quốc tế?",291
4.txt_chunk2,ĐHQGHN có bao nhiêu ngành đào tạo trình độ đại học?,190
4.txt_chunk3,Đại học Quốc gia Hà Nội chuyển trụ sở tới Hòa Lạc vào năm nào?,2022
4.txt_chunk3,"Đại học Quốc gia Hà Nội đã có bao nhiêu đơn vị thành viên, trực thuộc chuyển tới Khu đô thị ĐHQGHN tại Hòa Lạc?",Gần 30
4.txt_chunk3,Tòa Nhà HT1 và HT2 cơ sở Hòa Lạc sẽ được hoàn thành vào năm nào?,2025
4.txt_chunk4,Báo Đại biểu Nhân dân có giấy phép số nào?,349/GP - BTTTT
4.txt_chunk4,Báo Đại biểu Nhân dân được cấp phép vào ngày nào?,22/9/2023
4.txt_chunk4,Báo Đại biểu Nhân dân có trụ sở tại địa chỉ nào?,"35 Ngô Quyền, Hoàn Kiếm, Hà Nội"
4.txt_chunk4,Báo Đại biểu Nhân dân có website nào?,dbnd.vn
61.txt_chunk1,"Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội có địa chỉ ở đâu?","Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội có địa chỉ ở Hà Nội"
61.txt_chunk1,"Số điện thoại của Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội là gì?","Số điện thoại của Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội là 098.129."
61.txt_chunk2,Trường Khoa học liên ngành và Nghệ thuật đang tiếp nhận hồ sơ tuyển sinh sau đại học đợt 1 năm 2025 từ tháng nào?,Tháng 5
61.txt_chunk2,Thông báo tuyển sinh trình độ Tiến sĩ năm 2024 được công bố vào tháng nào?,Tháng 3
61.txt_chunk3,Đại học Quốc gia Hà Nội đã ban hành chương trình đào tạo trình độ đại học ngành Công nghệ truyền thông vào ngày nào?,28 tháng 4 năm 2025
61.txt_chunk3,"Trường Khoa học Liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội có địa chỉ tại số 144 Xuân Thủy, Cầu Giấy, Hà Nội.",Có
61.txt_chunk3,Đại học Quốc gia Hà Nội có trụ sở chính tại Hà Nội.,Có
32.txt_chunk1,Đại học Quốc gia Hà Nội (ĐHQGHN) có tên trước đây là gì?,ĐHQGHN có tên trước đây là Đại học Hà Nội
32.txt_chunk1,Thời điểm GS.TSKH Vũ Minh Giang cho biết ý kiến chỉ đạo của mình là năm nào?,Năm 2012
32.txt_chunk1,Vị trí công tác của GS.TSKH Vũ Minh Giang là gì?,Phó Giám đốc ĐHQGHN
32.txt_chunk2,Trung tâm Truyền thông và Quan hệ công chúng của ĐHQGHN có vai trò gì?,"Là đơn vị chủ công, đi đầu, chính yếu và nòng cốt cho quảng bá hình ảnh, thương hiệu ĐHQGHN"
32.txt_chunk2,Năm học nào Phó Giám đốc Vũ Minh Giang lưu ý với cán bộ Trung tâm bám sát nội dung lớn của đất nước và ĐHQGHN?,Năm học tới
66.txt_chunk1,Đại học Quốc gia Hà Nội - Vietnam Japan University (VJU) nằm ở đâu?,Hà Nội
66.txt_chunk1,VJU có bao nhiêu ngành đào tạo?,Không rõ (tài liệu không cung cấp thông tin này)
66.txt_chunk1,VJU có thể nhận hồ sơ dự tuyển theo phương thức nào?,Không rõ (tài liệu không cung cấp thông tin này)
66.txt_chunk1,VJU có học phí bao nhiêu?,Không rõ (tài liệu không cung cấp thông tin
66.txt_chunk2,Trường Đại học Việt Nhật có cơ sở tại địa điểm nào?,"Trường Đại học Việt Nhật có cơ sở tại đường Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội và Khu đô thị Đại học Quốc gia, Hoà Lạc, Thạch Thất, Hà Nội"
66.txt_chunk2,Số điện thoại của Trường Đại học Việt Nhật là gì?,(+84) 966 954 736 và (+84) 969 638 426
66.txt_chunk3,Đại học VJU được thành lập tại khu vực nào?,Khuôn viên và cơ sở vật chất của VJU
66.txt_chunk3,Học bổng Nghiên Cứu có thể được áp dụng cho lĩnh vực nào?,Lĩnh vực nghiên cứu chính
66.txt_chunk3,Cơ hội học tập tại nước ngoài được cung cấp bởi đối tác nào?,Đối tác đại học
66.txt_chunk3,VJU có thư viện ở đâu?,"VNU-LIC, VJU"
54.txt_chunk1,Trường ĐHKHTN thuộc số ít đơn vị trong cả nước thực hiện đào tạo sau đại học với tỷ lệ học viên sau đại học lớn hơn bao nhiêu phần trăm tổng số sinh viên đại học chính quy?,Lớn hơn 30%
54.txt_chunk1,Năm nào Trường ĐHKHTN triển khai áp dụng phương thức đào tạo tín chỉ?,Từ năm 2007
54.txt_chunk2,Trường ĐHKHTN đã triển khai thực hiện các dự án đào tạo đặc biệt từ thời điểm nào?,Từ cuối năm 2005
54.txt_chunk2,Trường ĐHKHTN đã ký hợp tác với Đại học Illinois at Urbana and Champaign (Hoa Kỳ) từ thời điểm nào?,Cuối năm 2005
54.txt_chunk2,"Trường ĐHKHTN đã ký hợp tác với Đại học Washington, Seattle (Hoa Kỳ) từ thời điểm nào?",Cuối năm 2007
54.txt_chunk3,Trường Đại học Khoa học Tự nhiên được thành lập vào năm nào?,1967
54.txt_chunk3,Trường Đại học Khoa học Tự nhiên có trụ sở tại địa điểm nào?,"334 Nguyễn Trãi, Thanh Xuân, Hà Nội"
54.txt_chunk3,Số lượng giảng viên của Trường Đại học Khoa học Tự nhiên hiện tại là bao nhiêu?,Không có thông tin cụ thể
59.txt_chunk1,"Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội công bố thông tin tuyển sinh đại học chính quy năm 2025 vào ngày nào?",7/5/2025
59.txt_chunk1,Đại học Quốc gia Hà Nội ban hành chương trình đào tạo trình độ đại học ngành Công nghệ truyền thông vào ngày nào?,28/4/2025
59.txt_chunk2,Trường Khoa học liên ngành và Nghệ thuật - Đại học Quốc gia Hà Nội có địa chỉ ở đâu?,Trường Khoa học liên ngành và Nghệ thuật - Đại học Quốc gia Hà Nội có địa chỉ tại Hà Nội
59.txt_chunk2,Đại học Quốc gia Hà Nội có tên gọi khác là gì?,Đại học Quốc gia Hà Nội còn được gọi là VNU
59.txt_chunk2,Năm 2025 là năm nào trong thập niên?,Năm 2025 là năm thứ
31.txt_chunk1,ĐHQGHN tuyển sinh gần 10.000 chỉ tiêu vào năm nào?,2019
31.txt_chunk1,ĐHQGHN mở mới bao nhiêu ngành đào tạo đáp ứng nhu cầu nhân lực của thị trường lao động vào năm 2019?,13
31.txt_chunk1,"Địa điểm của Trường Đại học Công nghệ, ĐHQGHN là ở đâu?",Hà Nội
31.txt_chunk1,"Ngành đào tạo của Trường Đại học Công nghệ, ĐHQGHN bao gồm các lĩnh vực nào?",Khoa
31.txt_chunk2,ĐHQGHN tuyển sinh bao nhiêu ngành đào tạo thí điểm?,15
31.txt_chunk2,"Năm 2017, ĐHQGHN đã triển khai Xác nhận nhập học trực tuyến vào thời điểm nào?",Từ năm 2017
31.txt_chunk2,ĐHQGHN có nhiều CTĐT chất lượng cao sử dụng tổ hợp xét tuyển có môn ngoại ngữ hay không?,Có
31.txt_chunk3,Trường Đại học Công nghệ của Đại học Quốc Gia Hà Nội tuyển sinh vào năm nào?,Năm 2025
31.txt_chunk3,Đại học Quốc Gia Hà Nội có tên gọi ban đầu là gì?,Đại học Hà Nội
31.txt_chunk3,Trường Đại học Công nghệ của Đại học Quốc Gia Hà Nội có ký kết hợp tác với trường Đại học nào ở Trung Quốc?,Trường Đại học Khoa học Kỹ thuật Sơn Đông
31.txt_chunk3,Đại học Quốc Gia Hà Nội có bao nhiêu trường đại học thành viên?,
36.txt_chunk1,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập năm nào?,không rõ
36.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,không rõ
36.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu cơ sở vật chất?,không rõ
36.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu cơ sở trực thuộc?,không rõ
65.txt_chunk1,Đại học Vietnam Japan University (VJU) có trụ sở tại thành phố nào?,Hà Nội
65.txt_chunk1,VJU được thành lập vào năm nào?,"Không rõ ràng trong tài liệu, nhưng có thể liên quan đến việc thành lập năm 2013 như một trường hợp riêng biệt"
65.txt_chunk1,VJU có cung cấp chương trình đào tạo tiến sĩ không?,Có
65.txt_chunk1,VJU có cung cấp học bổng cho sinh viên không?,Có
65.txt_chunk2,Trường Đại học Việt Nhật có trụ sở tại thành phố nào?,Hà Nội
65.txt_chunk2,Số điện thoại của Trường Đại học Việt Nhật là bao nhiêu?,(+84) 966 954 736 và (+84) 969 638 426
65.txt_chunk2,Địa chỉ cơ sở Mỹ Đình của Trường Đại học Việt Nhật là gì?,"đường Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội"
65.txt_chunk3,Đại học VJU có trụ sở chính ở đâu?,VJU
65.txt_chunk3,VJU có hợp tác với các đối tác đại học nào?,Có
65.txt_chunk3,Đại học VJU có cơ sở vật chất bao gồm khuôn viên và gì khác?,cơ sở vật chất của VJU
65.txt_chunk3,VJU có đào tạo sau đại học không?,Có
8.txt_chunk1,Khi nào Giám đốc ĐHQGHN ký Quyết định số 3626/QĐ-ĐHQGHN ban hành Quy chế Đào tạo đại học của Đại học Quốc gia Hà Nội?,Ngày 21/10/2022
8.txt_chunk1,Quy chế Đào tạo đại học của ĐHQGHN bao gồm các chương và điều nào?,"9 chương, 51 điều"
8.txt_chunk2,Số bản tin ĐHQGHN mới nhất được xuất bản vào năm 2024 là số nào?,Số 386
8.txt_chunk2,Thành phố nào được liên quan đến việc xuất bản bản tin ĐHQGHN?,Không có thông tin cụ thể về thành phố liên quan
8.txt_chunk2,Số bản tin ĐHQGHN đặc biệt nhất là số nào?,Số 385 (Số đặc biệt Tết Giáp Thìn)
8.txt_chunk3,Đại học Quốc gia Hà Nội có bản tin số nào là Bản tin số 236?,Bản tin số 236 (10/2010)
8.txt_chunk3,Địa điểm đặt trụ sở của Đại học Quốc gia Hà Nội là quận nào ở Hà Nội?,Quận Cầu Giấy
8.txt_chunk3,Năm nào Đại học Quốc gia Hà Nội xuất bản Bản tin số 203?,2008
14.txt_chunk1,Trường đại học thành viên thuộc Đại học Quốc gia Hà Nội là bao nhiêu?,9
14.txt_chunk1,Trách nhiệm của các Trường thành viên trong hoạt động đào tạo là gì?,"Đa dạng và phong phú, bao gồm cả việc đào tạo và nghiên cứu khoa học"
14.txt_chunk1,Địa chỉ của Công ty THƯ VIỆN PHÁP LUẬT là gì?,"17 Nguyễn Gia Thiều, P.6, Q.3, TP.HCM"
14.txt_chunk2,Đại học Quốc gia Hà Nội có bao nhiêu Trường đại học thành viên?,09
14.txt_chunk2,Đại học Quốc gia Hà Nội hoạt động dựa trên cơ sở nào?,Điều lệ trường đại học và Quy chế tổ chức và hoạt động của Đại học quốc gia và cơ sở giáo dục đại học thành viên
14.txt_chunk2,Hiệu trưởng trường đại học thành viên chịu trách nhiệm về tất cả các hoạt động của trường?,Có
14.txt_chunk3,"Trường đại học thành viên thuộc Đại học Quốc gia Hà Nội chịu trách nhiệm về tất cả các hoạt động của trường và là người đại diện pháp lý của trường trong quan hệ với Đại học quốc gia, các tổ chức và cá nhân trong nước, ngoài nước.",Có
14.txt_chunk4,Đại học Sài Gòn (SGU) có mã trường là gì?,Mã trường của Đại học Sài Gòn là SGU
14.txt_chunk4,Mã trường Đại học Công Thương TP HCM là gì?,Mã trường Đại học Công Thương TP HCM là HUIT
14.txt_chunk4,Đại học Sư phạm TPHCM có bao nhiêu mã ngành?,Không có thông tin cụ thể về số lượng mã ngành của Đại học Sư phạm TPHCM trong tài liệu
14.txt_chunk5,Thể thao nào thường được tổ chức tại các sân vận động lớn?,Bóng đá
14.txt_chunk5,Du lịch có thể bao gồm các hoạt động nào?,"Thăm quan di tích lịch sử, tham gia các sự kiện thể thao, thư giãn tại các bãi biển"
58.txt_chunk1,Đại học Quốc gia Hà Nội được thành lập năm nào?,"Không rõ từ tài liệu này, nhưng Đại học Quốc gia Hà Nội được thành lập năm 1994 theo Nghị quyết số 117/1994/NQ-QHQH10 của Quốc hội"
58.txt_chunk1,Vị trí tuyển dụng của Đại học Quốc gia Hà Nội bao gồm các loại nào?,"Theo tài liệu, vị trí tuyển dụng bao gồm các loại như ""C"
58.txt_chunk2,LHS đến dự học theo hiệp định được ký kết giữa Chính phủ Việt Nam và Chính phủ nước ngoài có thể đăng ký học tại trường nào?,Đại học Quốc gia Hà Nội (ĐHQGHN)
58.txt_chunk2,"Để được nhập học tại ĐHQGHN, LHS phải có đủ trình độ tiếng Việt hoặc ngoại ngữ đáp ứng yêu cầu học tập, nghiên cứu của chương trình đào tạo.",Có
58.txt_chunk3,"Để đăng ký học các ngành khoa học tự nhiên và công nghệ, LHS cần có điểm TOEFL hoặc IELT bao nhiêu?","500 điểm hoặc 5,5 điểm trở lên"
58.txt_chunk3,"Để đăng ký học các ngành khoa học xã hội nhân văn, kinh tế, luật, LHS cần có điểm TOEFL hoặc IELT bao nhiêu?",550 điểm hoặc 6 điểm trở lên
58.txt_chunk4,LHS được tiếp nhận vào học tập chương trình đào tạo bậc đại học có mặt tại đơn vị đào tạo trước ngày nào?,1 tháng 9
58.txt_chunk4,"Thời gian nhập học cho LHS được tiếp nhận vào học tập chương trình đào tạo bậc thạc sĩ, tiến sĩ là vào thời hạn ghi trong giấy triệu tập nào?",giấy triệu tập
